WKT,gml_id,OBJECTID,beginLifespanVersion,endLifespanVersion,datasetName,localId,inspireId,inspireTheme,version,description,longitude,latitude,mediaMonitored,measurementRegime,mobile,resultAcquisitionSource,specialisedEMFType,processType,resultNature,environmentalMonitoringActivity,activityConditions,responsibleParty,environmentalMonitoringProgramme,environmentalMonitoringNetwork,additionalDescription,specificReference,legislationCitation,dateEnteredIntoForce,legislationLevel,linkToJournal,scale,coordinateReferenceSystem,styleLayerDescription,licence,dataProvenance,dataAccessUrl
"POINT (-10.119333332999927 53.522166666000032)",F61__6058,6058,2010-10-22T16:15:00,2016-10-12T14:20:00,Contaminants in Water Station,Streamstown Bay,EF.EnvironmentalMonitoringFacilities.IE.MarineInstitute.ContaminantsWater.Streamstown Bay,http://inspire.ec.europa.eu/theme/ef,2010,Contaminants in water sample station,-10.119333333,53.522166666,http://inspire.ec.europa.eu/codelist/MediaValue/water,http://inspire.ec.europa.eu/codelist/MeasurementRegimeValue/demandDrivenDataCollection,-1,http://inspire.ec.europa.eu/codelist/ResultAcquisitionSourceValue/inSitu,station,http://inspire.ec.europa.eu/codelist/ProcessTypeValue/process,http://inspire.ec.europa.eu/codelist/ResultNatureValue/processed,http://www.marine.ie/Home/site-area/areas-activity/marine-environment/nutrients-and-ocean-acidification-oa,Water quality monitoring for nutrients and ocean acidification,http://dbpedia.org/resource/Marine_Institute_Ireland,NATL~CEMP,Network of water quality monitoring stations,Marine Instititute water quality monitoring station,http://dbpedia.org/resource/Legislation,http://www.ospar.org/work-areas/cross-cutting-issues/cemp,2009-02-01T00:00:00,http://inspire.ec.europa.eu/codelist/LegislationLevelValue/european,http://www.ospar.org/site/assets/files/1290/ospar_convention_e_updated_text_in_2007_no_revs.pdf,"1:50,000",http://www.opengis.net/def/crs/EPSG/0/4326,"EF.EnvironmentalMonitoringFacilities.Default representativePoint square with a size of 6 pixels, with a 50% Grey (RGB: 128,128,128) fill and a Black (RGB: 0,0,0) outline",https://creativecommons.org/licenses/by/4.0/,http://dbpedia.org/resource/Marine_Institute_Ireland,http://atlas.marine.ie/arcgis/rest/services/EnvironmentalMonitoringFacilities/MapServer/10
"POINT (-9.993 53.573)",F61__6059,6059,2010-10-22T16:45:00,2016-10-12T14:20:00,Contaminants in Water Station,Ballinakill Bay,EF.EnvironmentalMonitoringFacilities.IE.MarineInstitute.ContaminantsWater.Ballinakill Bay,http://inspire.ec.europa.eu/theme/ef,2010,Contaminants in water sample station,-9.993,53.573,http://inspire.ec.europa.eu/codelist/MediaValue/water,http://inspire.ec.europa.eu/codelist/MeasurementRegimeValue/demandDrivenDataCollection,-1,http://inspire.ec.europa.eu/codelist/ResultAcquisitionSourceValue/inSitu,station,http://inspire.ec.europa.eu/codelist/ProcessTypeValue/process,http://inspire.ec.europa.eu/codelist/ResultNatureValue/processed,http://www.marine.ie/Home/site-area/areas-activity/marine-environment/nutrients-and-ocean-acidification-oa,Water quality monitoring for nutrients and ocean acidification,http://dbpedia.org/resource/Marine_Institute_Ireland,NATL~CEMP,Network of water quality monitoring stations,Marine Instititute water quality monitoring station,http://dbpedia.org/resource/Legislation,http://www.ospar.org/work-areas/cross-cutting-issues/cemp,2009-02-01T00:00:00,http://inspire.ec.europa.eu/codelist/LegislationLevelValue/european,http://www.ospar.org/site/assets/files/1290/ospar_convention_e_updated_text_in_2007_no_revs.pdf,"1:50,000",http://www.opengis.net/def/crs/EPSG/0/4326,"EF.EnvironmentalMonitoringFacilities.Default representativePoint square with a size of 6 pixels, with a 50% Grey (RGB: 128,128,128) fill and a Black (RGB: 0,0,0) outline",https://creativecommons.org/licenses/by/4.0/,http://dbpedia.org/resource/Marine_Institute_Ireland,http://atlas.marine.ie/arcgis/rest/services/EnvironmentalMonitoringFacilities/MapServer/10
"POINT (-9.77366666599994 53.597)",F61__6060,6060,2010-10-22T17:32:00,2016-10-12T14:20:00,Contaminants in Water Station,Killary Harbour Inner,EF.EnvironmentalMonitoringFacilities.IE.MarineInstitute.ContaminantsWater.Killary Harbour Inner,http://inspire.ec.europa.eu/theme/ef,2010,Contaminants in water sample station,-9.773666666,53.597,http://inspire.ec.europa.eu/codelist/MediaValue/water,http://inspire.ec.europa.eu/codelist/MeasurementRegimeValue/demandDrivenDataCollection,-1,http://inspire.ec.europa.eu/codelist/ResultAcquisitionSourceValue/inSitu,station,http://inspire.ec.europa.eu/codelist/ProcessTypeValue/process,http://inspire.ec.europa.eu/codelist/ResultNatureValue/processed,http://www.marine.ie/Home/site-area/areas-activity/marine-environment/nutrients-and-ocean-acidification-oa,Water quality monitoring for nutrients and ocean acidification,http://dbpedia.org/resource/Marine_Institute_Ireland,NATL~CEMP,Network of water quality monitoring stations,Marine Instititute water quality monitoring station,http://dbpedia.org/resource/Legislation,http://www.ospar.org/work-areas/cross-cutting-issues/cemp,2009-02-01T00:00:00,http://inspire.ec.europa.eu/codelist/LegislationLevelValue/european,http://www.ospar.org/site/assets/files/1290/ospar_convention_e_updated_text_in_2007_no_revs.pdf,"1:50,000",http://www.opengis.net/def/crs/EPSG/0/4326,"EF.EnvironmentalMonitoringFacilities.Default representativePoint square with a size of 6 pixels, with a 50% Grey (RGB: 128,128,128) fill and a Black (RGB: 0,0,0) outline",https://creativecommons.org/licenses/by/4.0/,http://dbpedia.org/resource/Marine_Institute_Ireland,http://atlas.marine.ie/arcgis/rest/services/EnvironmentalMonitoringFacilities/MapServer/10
"POINT (-9.618 53.795)",F61__6061,6061,2010-10-25T08:55:00,2016-10-12T14:20:00,Contaminants in Water Station,Clew Bay South,EF.EnvironmentalMonitoringFacilities.IE.MarineInstitute.ContaminantsWater.Clew Bay South,http://inspire.ec.europa.eu/theme/ef,2010,Contaminants in water sample station,-9.618,53.795,http://inspire.ec.europa.eu/codelist/MediaValue/water,http://inspire.ec.europa.eu/codelist/MeasurementRegimeValue/demandDrivenDataCollection,-1,http://inspire.ec.europa.eu/codelist/ResultAcquisitionSourceValue/inSitu,station,http://inspire.ec.europa.eu/codelist/ProcessTypeValue/process,http://inspire.ec.europa.eu/codelist/ResultNatureValue/processed,http://www.marine.ie/Home/site-area/areas-activity/marine-environment/nutrients-and-ocean-acidification-oa,Water quality monitoring for nutrients and ocean acidification,http://dbpedia.org/resource/Marine_Institute_Ireland,NATL~CEMP,Network of water quality monitoring stations,Marine Instititute water quality monitoring station,http://dbpedia.org/resource/Legislation,http://www.ospar.org/work-areas/cross-cutting-issues/cemp,2009-02-01T00:00:00,http://inspire.ec.europa.eu/codelist/LegislationLevelValue/european,http://www.ospar.org/site/assets/files/1290/ospar_convention_e_updated_text_in_2007_no_revs.pdf,"1:50,000",http://www.opengis.net/def/crs/EPSG/0/4326,"EF.EnvironmentalMonitoringFacilities.Default representativePoint square with a size of 6 pixels, with a 50% Grey (RGB: 128,128,128) fill and a Black (RGB: 0,0,0) outline",https://creativecommons.org/licenses/by/4.0/,http://dbpedia.org/resource/Marine_Institute_Ireland,http://atlas.marine.ie/arcgis/rest/services/EnvironmentalMonitoringFacilities/MapServer/10
"POINT (-9.602833332999978 53.879833333000079)",F61__6062,6062,2010-10-25T09:40:00,2016-10-12T14:20:00,Contaminants in Water Station,Clew Bay North,EF.EnvironmentalMonitoringFacilities.IE.MarineInstitute.ContaminantsWater.Clew Bay North,http://inspire.ec.europa.eu/theme/ef,2010,Contaminants in water sample station,-9.602833333,53.879833333,http://inspire.ec.europa.eu/codelist/MediaValue/water,http://inspire.ec.europa.eu/codelist/MeasurementRegimeValue/demandDrivenDataCollection,-1,http://inspire.ec.europa.eu/codelist/ResultAcquisitionSourceValue/inSitu,station,http://inspire.ec.europa.eu/codelist/ProcessTypeValue/process,http://inspire.ec.europa.eu/codelist/ResultNatureValue/processed,http://www.marine.ie/Home/site-area/areas-activity/marine-environment/nutrients-and-ocean-acidification-oa,Water quality monitoring for nutrients and ocean acidification,http://dbpedia.org/resource/Marine_Institute_Ireland,NATL~CEMP,Network of water quality monitoring stations,Marine Instititute water quality monitoring station,http://dbpedia.org/resource/Legislation,http://www.ospar.org/work-areas/cross-cutting-issues/cemp,2009-02-01T00:00:00,http://inspire.ec.europa.eu/codelist/LegislationLevelValue/european,http://www.ospar.org/site/assets/files/1290/ospar_convention_e_updated_text_in_2007_no_revs.pdf,"1:50,000",http://www.opengis.net/def/crs/EPSG/0/4326,"EF.EnvironmentalMonitoringFacilities.Default representativePoint square with a size of 6 pixels, with a 50% Grey (RGB: 128,128,128) fill and a Black (RGB: 0,0,0) outline",https://creativecommons.org/licenses/by/4.0/,http://dbpedia.org/resource/Marine_Institute_Ireland,http://atlas.marine.ie/arcgis/rest/services/EnvironmentalMonitoringFacilities/MapServer/10
"POINT (-6.152333332999945 54.030333333000051)",F61__6063,6063,2010-08-20T13:35:00,2016-10-12T14:20:00,Contaminants in Water Station,Carlingford Lough Outer,EF.EnvironmentalMonitoringFacilities.IE.MarineInstitute.ContaminantsWater.Carlingford Lough Outer,http://inspire.ec.europa.eu/theme/ef,2010,Contaminants in water sample station,-6.152333333,54.030333333,http://inspire.ec.europa.eu/codelist/MediaValue/water,http://inspire.ec.europa.eu/codelist/MeasurementRegimeValue/demandDrivenDataCollection,-1,http://inspire.ec.europa.eu/codelist/ResultAcquisitionSourceValue/inSitu,station,http://inspire.ec.europa.eu/codelist/ProcessTypeValue/process,http://inspire.ec.europa.eu/codelist/ResultNatureValue/processed,http://www.marine.ie/Home/site-area/areas-activity/marine-environment/nutrients-and-ocean-acidification-oa,Water quality monitoring for nutrients and ocean acidification,http://dbpedia.org/resource/Marine_Institute_Ireland,NATL~CEMP,Network of water quality monitoring stations,Marine Instititute water quality monitoring station,http://dbpedia.org/resource/Legislation,http://www.ospar.org/work-areas/cross-cutting-issues/cemp,2009-02-01T00:00:00,http://inspire.ec.europa.eu/codelist/LegislationLevelValue/european,http://www.ospar.org/site/assets/files/1290/ospar_convention_e_updated_text_in_2007_no_revs.pdf,"1:50,000",http://www.opengis.net/def/crs/EPSG/0/4326,"EF.EnvironmentalMonitoringFacilities.Default representativePoint square with a size of 6 pixels, with a 50% Grey (RGB: 128,128,128) fill and a Black (RGB: 0,0,0) outline",https://creativecommons.org/licenses/by/4.0/,http://dbpedia.org/resource/Marine_Institute_Ireland,http://atlas.marine.ie/arcgis/rest/services/EnvironmentalMonitoringFacilities/MapServer/10
"POINT (-6.1275 54.019166666000046)",F61__6064,6064,2010-08-20T13:00:00,2016-10-12T14:20:00,Contaminants in Water Station,Carlingford Lough Outer,EF.EnvironmentalMonitoringFacilities.IE.MarineInstitute.ContaminantsWater.Carlingford Lough Outer,http://inspire.ec.europa.eu/theme/ef,2010,Contaminants in water sample station,-6.1275,54.019166666,http://inspire.ec.europa.eu/codelist/MediaValue/water,http://inspire.ec.europa.eu/codelist/MeasurementRegimeValue/demandDrivenDataCollection,-1,http://inspire.ec.europa.eu/codelist/ResultAcquisitionSourceValue/inSitu,station,http://inspire.ec.europa.eu/codelist/ProcessTypeValue/process,http://inspire.ec.europa.eu/codelist/ResultNatureValue/processed,http://www.marine.ie/Home/site-area/areas-activity/marine-environment/nutrients-and-ocean-acidification-oa,Water quality monitoring for nutrients and ocean acidification,http://dbpedia.org/resource/Marine_Institute_Ireland,NATL~CEMP,Network of water quality monitoring stations,Marine Instititute water quality monitoring station,http://dbpedia.org/resource/Legislation,http://www.ospar.org/work-areas/cross-cutting-issues/cemp,2009-02-01T00:00:00,http://inspire.ec.europa.eu/codelist/LegislationLevelValue/european,http://www.ospar.org/site/assets/files/1290/ospar_convention_e_updated_text_in_2007_no_revs.pdf,"1:50,000",http://www.opengis.net/def/crs/EPSG/0/4326,"EF.EnvironmentalMonitoringFacilities.Default representativePoint square with a size of 6 pixels, with a 50% Grey (RGB: 128,128,128) fill and a Black (RGB: 0,0,0) outline",https://creativecommons.org/licenses/by/4.0/,http://dbpedia.org/resource/Marine_Institute_Ireland,http://atlas.marine.ie/arcgis/rest/services/EnvironmentalMonitoringFacilities/MapServer/10
"POINT (-6.81233333299997 52.230833333000078)",F61__6065,6065,2010-10-28T12:45:00,2016-10-12T14:20:00,Contaminants in Water Station,Bannow Bay,EF.EnvironmentalMonitoringFacilities.IE.MarineInstitute.ContaminantsWater.Bannow Bay,http://inspire.ec.europa.eu/theme/ef,2010,Contaminants in water sample station,-6.812333333,52.230833333,http://inspire.ec.europa.eu/codelist/MediaValue/water,http://inspire.ec.europa.eu/codelist/MeasurementRegimeValue/demandDrivenDataCollection,-1,http://inspire.ec.europa.eu/codelist/ResultAcquisitionSourceValue/inSitu,station,http://inspire.ec.europa.eu/codelist/ProcessTypeValue/process,http://inspire.ec.europa.eu/codelist/ResultNatureValue/processed,http://www.marine.ie/Home/site-area/areas-activity/marine-environment/nutrients-and-ocean-acidification-oa,Water quality monitoring for nutrients and ocean acidification,http://dbpedia.org/resource/Marine_Institute_Ireland,NATL~CEMP,Network of water quality monitoring stations,Marine Instititute water quality monitoring station,http://dbpedia.org/resource/Legislation,http://www.ospar.org/work-areas/cross-cutting-issues/cemp,2009-02-01T00:00:00,http://inspire.ec.europa.eu/codelist/LegislationLevelValue/european,http://www.ospar.org/site/assets/files/1290/ospar_convention_e_updated_text_in_2007_no_revs.pdf,"1:50,000",http://www.opengis.net/def/crs/EPSG/0/4326,"EF.EnvironmentalMonitoringFacilities.Default representativePoint square with a size of 6 pixels, with a 50% Grey (RGB: 128,128,128) fill and a Black (RGB: 0,0,0) outline",https://creativecommons.org/licenses/by/4.0/,http://dbpedia.org/resource/Marine_Institute_Ireland,http://atlas.marine.ie/arcgis/rest/services/EnvironmentalMonitoringFacilities/MapServer/10
"POINT (-6.969666665999966 52.199166666000046)",F61__6066,6066,2010-10-28T14:15:00,2016-10-12T14:20:00,Contaminants in Water Station,Duncannon,EF.EnvironmentalMonitoringFacilities.IE.MarineInstitute.ContaminantsWater.Duncannon,http://inspire.ec.europa.eu/theme/ef,2010,Contaminants in water sample station,-6.969666666,52.199166666,http://inspire.ec.europa.eu/codelist/MediaValue/water,http://inspire.ec.europa.eu/codelist/MeasurementRegimeValue/demandDrivenDataCollection,-1,http://inspire.ec.europa.eu/codelist/ResultAcquisitionSourceValue/inSitu,station,http://inspire.ec.europa.eu/codelist/ProcessTypeValue/process,http://inspire.ec.europa.eu/codelist/ResultNatureValue/processed,http://www.marine.ie/Home/site-area/areas-activity/marine-environment/nutrients-and-ocean-acidification-oa,Water quality monitoring for nutrients and ocean acidification,http://dbpedia.org/resource/Marine_Institute_Ireland,NATL~CEMP,Network of water quality monitoring stations,Marine Instititute water quality monitoring station,http://dbpedia.org/resource/Legislation,http://www.ospar.org/work-areas/cross-cutting-issues/cemp,2009-02-01T00:00:00,http://inspire.ec.europa.eu/codelist/LegislationLevelValue/european,http://www.ospar.org/site/assets/files/1290/ospar_convention_e_updated_text_in_2007_no_revs.pdf,"1:50,000",http://www.opengis.net/def/crs/EPSG/0/4326,"EF.EnvironmentalMonitoringFacilities.Default representativePoint square with a size of 6 pixels, with a 50% Grey (RGB: 128,128,128) fill and a Black (RGB: 0,0,0) outline",https://creativecommons.org/licenses/by/4.0/,http://dbpedia.org/resource/Marine_Institute_Ireland,http://atlas.marine.ie/arcgis/rest/services/EnvironmentalMonitoringFacilities/MapServer/10
"POINT (-7.587166665999972 52.068)",F61__6067,6067,2010-10-28T16:31:00,2016-10-12T14:20:00,Contaminants in Water Station,Dungarvan Bay,EF.EnvironmentalMonitoringFacilities.IE.MarineInstitute.ContaminantsWater.Dungarvan Bay,http://inspire.ec.europa.eu/theme/ef,2010,Contaminants in water sample station,-7.587166666,52.068,http://inspire.ec.europa.eu/codelist/MediaValue/water,http://inspire.ec.europa.eu/codelist/MeasurementRegimeValue/demandDrivenDataCollection,-1,http://inspire.ec.europa.eu/codelist/ResultAcquisitionSourceValue/inSitu,station,http://inspire.ec.europa.eu/codelist/ProcessTypeValue/process,http://inspire.ec.europa.eu/codelist/ResultNatureValue/processed,http://www.marine.ie/Home/site-area/areas-activity/marine-environment/nutrients-and-ocean-acidification-oa,Water quality monitoring for nutrients and ocean acidification,http://dbpedia.org/resource/Marine_Institute_Ireland,NATL~CEMP,Network of water quality monitoring stations,Marine Instititute water quality monitoring station,http://dbpedia.org/resource/Legislation,http://www.ospar.org/work-areas/cross-cutting-issues/cemp,2009-02-01T00:00:00,http://inspire.ec.europa.eu/codelist/LegislationLevelValue/european,http://www.ospar.org/site/assets/files/1290/ospar_convention_e_updated_text_in_2007_no_revs.pdf,"1:50,000",http://www.opengis.net/def/crs/EPSG/0/4326,"EF.EnvironmentalMonitoringFacilities.Default representativePoint square with a size of 6 pixels, with a 50% Grey (RGB: 128,128,128) fill and a Black (RGB: 0,0,0) outline",https://creativecommons.org/licenses/by/4.0/,http://dbpedia.org/resource/Marine_Institute_Ireland,http://atlas.marine.ie/arcgis/rest/services/EnvironmentalMonitoringFacilities/MapServer/10
"POINT (-7.894666665999978 51.896833333000082)",F61__6068,6068,2010-10-28T18:05:00,2016-10-12T14:20:00,Contaminants in Water Station,Ballymacoda,EF.EnvironmentalMonitoringFacilities.IE.MarineInstitute.ContaminantsWater.Ballymacoda,http://inspire.ec.europa.eu/theme/ef,2010,Contaminants in water sample station,-7.894666666,51.896833333,http://inspire.ec.europa.eu/codelist/MediaValue/water,http://inspire.ec.europa.eu/codelist/MeasurementRegimeValue/demandDrivenDataCollection,-1,http://inspire.ec.europa.eu/codelist/ResultAcquisitionSourceValue/inSitu,station,http://inspire.ec.europa.eu/codelist/ProcessTypeValue/process,http://inspire.ec.europa.eu/codelist/ResultNatureValue/processed,http://www.marine.ie/Home/site-area/areas-activity/marine-environment/nutrients-and-ocean-acidification-oa,Water quality monitoring for nutrients and ocean acidification,http://dbpedia.org/resource/Marine_Institute_Ireland,NATL~CEMP,Network of water quality monitoring stations,Marine Instititute water quality monitoring station,http://dbpedia.org/resource/Legislation,http://www.ospar.org/work-areas/cross-cutting-issues/cemp,2009-02-01T00:00:00,http://inspire.ec.europa.eu/codelist/LegislationLevelValue/european,http://www.ospar.org/site/assets/files/1290/ospar_convention_e_updated_text_in_2007_no_revs.pdf,"1:50,000",http://www.opengis.net/def/crs/EPSG/0/4326,"EF.EnvironmentalMonitoringFacilities.Default representativePoint square with a size of 6 pixels, with a 50% Grey (RGB: 128,128,128) fill and a Black (RGB: 0,0,0) outline",https://creativecommons.org/licenses/by/4.0/,http://dbpedia.org/resource/Marine_Institute_Ireland,http://atlas.marine.ie/arcgis/rest/services/EnvironmentalMonitoringFacilities/MapServer/10
"POINT (-8.19383333299993 51.849166666000031)",F61__6069,6069,2010-10-29T10:41:00,2016-10-12T14:20:00,Contaminants in Water Station,Rostellan South,EF.EnvironmentalMonitoringFacilities.IE.MarineInstitute.ContaminantsWater.Rostellan South,http://inspire.ec.europa.eu/theme/ef,2010,Contaminants in water sample station,-8.193833333,51.849166666,http://inspire.ec.europa.eu/codelist/MediaValue/water,http://inspire.ec.europa.eu/codelist/MeasurementRegimeValue/demandDrivenDataCollection,-1,http://inspire.ec.europa.eu/codelist/ResultAcquisitionSourceValue/inSitu,station,http://inspire.ec.europa.eu/codelist/ProcessTypeValue/process,http://inspire.ec.europa.eu/codelist/ResultNatureValue/processed,http://www.marine.ie/Home/site-area/areas-activity/marine-environment/nutrients-and-ocean-acidification-oa,Water quality monitoring for nutrients and ocean acidification,http://dbpedia.org/resource/Marine_Institute_Ireland,NATL~CEMP,Network of water quality monitoring stations,Marine Instititute water quality monitoring station,http://dbpedia.org/resource/Legislation,http://www.ospar.org/work-areas/cross-cutting-issues/cemp,2009-02-01T00:00:00,http://inspire.ec.europa.eu/codelist/LegislationLevelValue/european,http://www.ospar.org/site/assets/files/1290/ospar_convention_e_updated_text_in_2007_no_revs.pdf,"1:50,000",http://www.opengis.net/def/crs/EPSG/0/4326,"EF.EnvironmentalMonitoringFacilities.Default representativePoint square with a size of 6 pixels, with a 50% Grey (RGB: 128,128,128) fill and a Black (RGB: 0,0,0) outline",https://creativecommons.org/licenses/by/4.0/,http://dbpedia.org/resource/Marine_Institute_Ireland,http://atlas.marine.ie/arcgis/rest/services/EnvironmentalMonitoringFacilities/MapServer/10
"POINT (-8.196333332999927 51.858333333000083)",F61__6070,6070,2010-10-29T10:15:00,2016-10-12T14:20:00,Contaminants in Water Station,Rostellan North,EF.EnvironmentalMonitoringFacilities.IE.MarineInstitute.ContaminantsWater.Rostellan North,http://inspire.ec.europa.eu/theme/ef,2010,Contaminants in water sample station,-8.196333333,51.858333333,http://inspire.ec.europa.eu/codelist/MediaValue/water,http://inspire.ec.europa.eu/codelist/MeasurementRegimeValue/demandDrivenDataCollection,-1,http://inspire.ec.europa.eu/codelist/ResultAcquisitionSourceValue/inSitu,station,http://inspire.ec.europa.eu/codelist/ProcessTypeValue/process,http://inspire.ec.europa.eu/codelist/ResultNatureValue/processed,http://www.marine.ie/Home/site-area/areas-activity/marine-environment/nutrients-and-ocean-acidification-oa,Water quality monitoring for nutrients and ocean acidification,http://dbpedia.org/resource/Marine_Institute_Ireland,NATL~CEMP,Network of water quality monitoring stations,Marine Instititute water quality monitoring station,http://dbpedia.org/resource/Legislation,http://www.ospar.org/work-areas/cross-cutting-issues/cemp,2009-02-01T00:00:00,http://inspire.ec.europa.eu/codelist/LegislationLevelValue/european,http://www.ospar.org/site/assets/files/1290/ospar_convention_e_updated_text_in_2007_no_revs.pdf,"1:50,000",http://www.opengis.net/def/crs/EPSG/0/4326,"EF.EnvironmentalMonitoringFacilities.Default representativePoint square with a size of 6 pixels, with a 50% Grey (RGB: 128,128,128) fill and a Black (RGB: 0,0,0) outline",https://creativecommons.org/licenses/by/4.0/,http://dbpedia.org/resource/Marine_Institute_Ireland,http://atlas.marine.ie/arcgis/rest/services/EnvironmentalMonitoringFacilities/MapServer/10
"POINT (-8.205 51.849333333000061)",F61__6071,6071,2010-10-29T11:43:00,2016-10-12T14:20:00,Contaminants in Water Station,Rostellan West,EF.EnvironmentalMonitoringFacilities.IE.MarineInstitute.ContaminantsWater.Rostellan West,http://inspire.ec.europa.eu/theme/ef,2010,Contaminants in water sample station,-8.205,51.849333333,http://inspire.ec.europa.eu/codelist/MediaValue/water,http://inspire.ec.europa.eu/codelist/MeasurementRegimeValue/demandDrivenDataCollection,-1,http://inspire.ec.europa.eu/codelist/ResultAcquisitionSourceValue/inSitu,station,http://inspire.ec.europa.eu/codelist/ProcessTypeValue/process,http://inspire.ec.europa.eu/codelist/ResultNatureValue/processed,http://www.marine.ie/Home/site-area/areas-activity/marine-environment/nutrients-and-ocean-acidification-oa,Water quality monitoring for nutrients and ocean acidification,http://dbpedia.org/resource/Marine_Institute_Ireland,NATL~CEMP,Network of water quality monitoring stations,Marine Instititute water quality monitoring station,http://dbpedia.org/resource/Legislation,http://www.ospar.org/work-areas/cross-cutting-issues/cemp,2009-02-01T00:00:00,http://inspire.ec.europa.eu/codelist/LegislationLevelValue/european,http://www.ospar.org/site/assets/files/1290/ospar_convention_e_updated_text_in_2007_no_revs.pdf,"1:50,000",http://www.opengis.net/def/crs/EPSG/0/4326,"EF.EnvironmentalMonitoringFacilities.Default representativePoint square with a size of 6 pixels, with a 50% Grey (RGB: 128,128,128) fill and a Black (RGB: 0,0,0) outline",https://creativecommons.org/licenses/by/4.0/,http://dbpedia.org/resource/Marine_Institute_Ireland,http://atlas.marine.ie/arcgis/rest/services/EnvironmentalMonitoringFacilities/MapServer/10
"POINT (-8.269 51.883666666000074)",F61__6072,6072,2010-10-29T09:05:00,2016-10-12T14:20:00,Contaminants in Water Station,Cork Harbour North Channel,EF.EnvironmentalMonitoringFacilities.IE.MarineInstitute.ContaminantsWater.Cork Harbour North Channel,http://inspire.ec.europa.eu/theme/ef,2010,Contaminants in water sample station,-8.269,51.883666666,http://inspire.ec.europa.eu/codelist/MediaValue/water,http://inspire.ec.europa.eu/codelist/MeasurementRegimeValue/demandDrivenDataCollection,-1,http://inspire.ec.europa.eu/codelist/ResultAcquisitionSourceValue/inSitu,station,http://inspire.ec.europa.eu/codelist/ProcessTypeValue/process,http://inspire.ec.europa.eu/codelist/ResultNatureValue/processed,http://www.marine.ie/Home/site-area/areas-activity/marine-environment/nutrients-and-ocean-acidification-oa,Water quality monitoring for nutrients and ocean acidification,http://dbpedia.org/resource/Marine_Institute_Ireland,NATL~CEMP,Network of water quality monitoring stations,Marine Instititute water quality monitoring station,http://dbpedia.org/resource/Legislation,http://www.ospar.org/work-areas/cross-cutting-issues/cemp,2009-02-01T00:00:00,http://inspire.ec.europa.eu/codelist/LegislationLevelValue/european,http://www.ospar.org/site/assets/files/1290/ospar_convention_e_updated_text_in_2007_no_revs.pdf,"1:50,000",http://www.opengis.net/def/crs/EPSG/0/4326,"EF.EnvironmentalMonitoringFacilities.Default representativePoint square with a size of 6 pixels, with a 50% Grey (RGB: 128,128,128) fill and a Black (RGB: 0,0,0) outline",https://creativecommons.org/licenses/by/4.0/,http://dbpedia.org/resource/Marine_Institute_Ireland,http://atlas.marine.ie/arcgis/rest/services/EnvironmentalMonitoringFacilities/MapServer/10
"POINT (-8.46 51.7)",F61__6073,6073,2010-10-29T15:01:00,2016-10-12T14:20:00,Contaminants in Water Station,Oysterhaven,EF.EnvironmentalMonitoringFacilities.IE.MarineInstitute.ContaminantsWater.Oysterhaven,http://inspire.ec.europa.eu/theme/ef,2010,Contaminants in water sample station,-8.46,51.7,http://inspire.ec.europa.eu/codelist/MediaValue/water,http://inspire.ec.europa.eu/codelist/MeasurementRegimeValue/demandDrivenDataCollection,-1,http://inspire.ec.europa.eu/codelist/ResultAcquisitionSourceValue/inSitu,station,http://inspire.ec.europa.eu/codelist/ProcessTypeValue/process,http://inspire.ec.europa.eu/codelist/ResultNatureValue/processed,http://www.marine.ie/Home/site-area/areas-activity/marine-environment/nutrients-and-ocean-acidification-oa,Water quality monitoring for nutrients and ocean acidification,http://dbpedia.org/resource/Marine_Institute_Ireland,NATL~CEMP,Network of water quality monitoring stations,Marine Instititute water quality monitoring station,http://dbpedia.org/resource/Legislation,http://www.ospar.org/work-areas/cross-cutting-issues/cemp,2009-02-01T00:00:00,http://inspire.ec.europa.eu/codelist/LegislationLevelValue/european,http://www.ospar.org/site/assets/files/1290/ospar_convention_e_updated_text_in_2007_no_revs.pdf,"1:50,000",http://www.opengis.net/def/crs/EPSG/0/4326,"EF.EnvironmentalMonitoringFacilities.Default representativePoint square with a size of 6 pixels, with a 50% Grey (RGB: 128,128,128) fill and a Black (RGB: 0,0,0) outline",https://creativecommons.org/licenses/by/4.0/,http://dbpedia.org/resource/Marine_Institute_Ireland,http://atlas.marine.ie/arcgis/rest/services/EnvironmentalMonitoringFacilities/MapServer/10
