WKT,gml_id,OBJECTID,beginLifespanVersion,endLifespanVersion,datasetName,localId,inspireId,inspireTheme,version,description,longitude,latitude,mediaMonitored,measurementRegime,mobile,resultAcquisitionSource,specialisedEMFType,processType,resultNature,environmentalMonitoringActivity,activityConditions,responsibleParty,environmentalMonitoringProgramme,environmentalMonitoringNetwork,additionalDescription,specificReference,legislationCitation,dateEnteredIntoForce,legislationLevel,linkToJournal,scale,coordinateReferenceSystem,styleLayerDescription,licence,dataProvenance,dataAccessUrl
"POINT (-7.193 52.114166666000081)",F61__2354,2354,1994-01-20T00:00:00,2016-10-12T14:20:00,Contaminants in Water Station,IA33E2943,EF.EnvironmentalMonitoringFacilities.IE.MarineInstitute.ContaminantsWater.IA33E2943,http://inspire.ec.europa.eu/theme/ef,1994,Contaminants in water sample station,-7.193,52.114166666,http://inspire.ec.europa.eu/codelist/MediaValue/water,http://inspire.ec.europa.eu/codelist/MeasurementRegimeValue/demandDrivenDataCollection,-1,http://inspire.ec.europa.eu/codelist/ResultAcquisitionSourceValue/inSitu,station,http://inspire.ec.europa.eu/codelist/ProcessTypeValue/process,http://inspire.ec.europa.eu/codelist/ResultNatureValue/processed,http://www.marine.ie/Home/site-area/areas-activity/marine-environment/nutrients-and-ocean-acidification-oa,Water quality monitoring for nutrients and ocean acidification,http://dbpedia.org/resource/Marine_Institute_Ireland,JMP,Network of water quality monitoring stations,Marine Instititute water quality monitoring station,http://dbpedia.org/resource/Legislation,http://www.ospar.org/work-areas/cross-cutting-issues/jamp,2014-01-01T00:00:00,http://inspire.ec.europa.eu/codelist/LegislationLevelValue/european,http://www.ospar.org/site/assets/files/1290/ospar_convention_e_updated_text_in_2007_no_revs.pdf,"1:50,000",http://www.opengis.net/def/crs/EPSG/0/4326,"EF.EnvironmentalMonitoringFacilities.Default representativePoint square with a size of 6 pixels, with a 50% Grey (RGB: 128,128,128) fill and a Black (RGB: 0,0,0) outline",https://creativecommons.org/licenses/by/4.0/,http://dbpedia.org/resource/Marine_Institute_Ireland,http://atlas.marine.ie/arcgis/rest/services/EnvironmentalMonitoringFacilities/MapServer/10
"POINT (-7.262166665999926 51.821333333000041)",F61__2355,2355,1994-01-20T00:00:00,2016-10-12T14:20:00,Contaminants in Water Station,IA32E28,EF.EnvironmentalMonitoringFacilities.IE.MarineInstitute.ContaminantsWater.IA32E28,http://inspire.ec.europa.eu/theme/ef,1994,Contaminants in water sample station,-7.262166666,51.821333333,http://inspire.ec.europa.eu/codelist/MediaValue/water,http://inspire.ec.europa.eu/codelist/MeasurementRegimeValue/demandDrivenDataCollection,-1,http://inspire.ec.europa.eu/codelist/ResultAcquisitionSourceValue/inSitu,station,http://inspire.ec.europa.eu/codelist/ProcessTypeValue/process,http://inspire.ec.europa.eu/codelist/ResultNatureValue/processed,http://www.marine.ie/Home/site-area/areas-activity/marine-environment/nutrients-and-ocean-acidification-oa,Water quality monitoring for nutrients and ocean acidification,http://dbpedia.org/resource/Marine_Institute_Ireland,JMP,Network of water quality monitoring stations,Marine Instititute water quality monitoring station,http://dbpedia.org/resource/Legislation,http://www.ospar.org/work-areas/cross-cutting-issues/jamp,2014-01-01T00:00:00,http://inspire.ec.europa.eu/codelist/LegislationLevelValue/european,http://www.ospar.org/site/assets/files/1290/ospar_convention_e_updated_text_in_2007_no_revs.pdf,"1:50,000",http://www.opengis.net/def/crs/EPSG/0/4326,"EF.EnvironmentalMonitoringFacilities.Default representativePoint square with a size of 6 pixels, with a 50% Grey (RGB: 128,128,128) fill and a Black (RGB: 0,0,0) outline",https://creativecommons.org/licenses/by/4.0/,http://dbpedia.org/resource/Marine_Institute_Ireland,http://atlas.marine.ie/arcgis/rest/services/EnvironmentalMonitoringFacilities/MapServer/10
"POINT (-7.283666665999931 52.116)",F61__2356,2356,1994-01-20T00:00:00,2016-10-12T14:20:00,Contaminants in Water Station,IA33E2916,EF.EnvironmentalMonitoringFacilities.IE.MarineInstitute.ContaminantsWater.IA33E2916,http://inspire.ec.europa.eu/theme/ef,1994,Contaminants in water sample station,-7.283666666,52.116,http://inspire.ec.europa.eu/codelist/MediaValue/water,http://inspire.ec.europa.eu/codelist/MeasurementRegimeValue/demandDrivenDataCollection,-1,http://inspire.ec.europa.eu/codelist/ResultAcquisitionSourceValue/inSitu,station,http://inspire.ec.europa.eu/codelist/ProcessTypeValue/process,http://inspire.ec.europa.eu/codelist/ResultNatureValue/processed,http://www.marine.ie/Home/site-area/areas-activity/marine-environment/nutrients-and-ocean-acidification-oa,Water quality monitoring for nutrients and ocean acidification,http://dbpedia.org/resource/Marine_Institute_Ireland,JMP,Network of water quality monitoring stations,Marine Instititute water quality monitoring station,http://dbpedia.org/resource/Legislation,http://www.ospar.org/work-areas/cross-cutting-issues/jamp,2014-01-01T00:00:00,http://inspire.ec.europa.eu/codelist/LegislationLevelValue/european,http://www.ospar.org/site/assets/files/1290/ospar_convention_e_updated_text_in_2007_no_revs.pdf,"1:50,000",http://www.opengis.net/def/crs/EPSG/0/4326,"EF.EnvironmentalMonitoringFacilities.Default representativePoint square with a size of 6 pixels, with a 50% Grey (RGB: 128,128,128) fill and a Black (RGB: 0,0,0) outline",https://creativecommons.org/licenses/by/4.0/,http://dbpedia.org/resource/Marine_Institute_Ireland,http://atlas.marine.ie/arcgis/rest/services/EnvironmentalMonitoringFacilities/MapServer/10
"POINT (-7.344166665999977 51.792333333000045)",F61__2357,2357,1994-01-20T00:00:00,2016-10-12T14:20:00,Contaminants in Water Station,IA32E257,EF.EnvironmentalMonitoringFacilities.IE.MarineInstitute.ContaminantsWater.IA32E257,http://inspire.ec.europa.eu/theme/ef,1994,Contaminants in water sample station,-7.344166666,51.792333333,http://inspire.ec.europa.eu/codelist/MediaValue/water,http://inspire.ec.europa.eu/codelist/MeasurementRegimeValue/demandDrivenDataCollection,-1,http://inspire.ec.europa.eu/codelist/ResultAcquisitionSourceValue/inSitu,station,http://inspire.ec.europa.eu/codelist/ProcessTypeValue/process,http://inspire.ec.europa.eu/codelist/ResultNatureValue/processed,http://www.marine.ie/Home/site-area/areas-activity/marine-environment/nutrients-and-ocean-acidification-oa,Water quality monitoring for nutrients and ocean acidification,http://dbpedia.org/resource/Marine_Institute_Ireland,JMP,Network of water quality monitoring stations,Marine Instititute water quality monitoring station,http://dbpedia.org/resource/Legislation,http://www.ospar.org/work-areas/cross-cutting-issues/jamp,2014-01-01T00:00:00,http://inspire.ec.europa.eu/codelist/LegislationLevelValue/european,http://www.ospar.org/site/assets/files/1290/ospar_convention_e_updated_text_in_2007_no_revs.pdf,"1:50,000",http://www.opengis.net/def/crs/EPSG/0/4326,"EF.EnvironmentalMonitoringFacilities.Default representativePoint square with a size of 6 pixels, with a 50% Grey (RGB: 128,128,128) fill and a Black (RGB: 0,0,0) outline",https://creativecommons.org/licenses/by/4.0/,http://dbpedia.org/resource/Marine_Institute_Ireland,http://atlas.marine.ie/arcgis/rest/services/EnvironmentalMonitoringFacilities/MapServer/10
"POINT (-7.383333332999939 52.112166666000064)",F61__2358,2358,1994-01-20T00:00:00,2016-10-12T14:20:00,Contaminants in Water Station,IA33E2676,EF.EnvironmentalMonitoringFacilities.IE.MarineInstitute.ContaminantsWater.IA33E2676,http://inspire.ec.europa.eu/theme/ef,1994,Contaminants in water sample station,-7.383333333,52.112166666,http://inspire.ec.europa.eu/codelist/MediaValue/water,http://inspire.ec.europa.eu/codelist/MeasurementRegimeValue/demandDrivenDataCollection,-1,http://inspire.ec.europa.eu/codelist/ResultAcquisitionSourceValue/inSitu,station,http://inspire.ec.europa.eu/codelist/ProcessTypeValue/process,http://inspire.ec.europa.eu/codelist/ResultNatureValue/processed,http://www.marine.ie/Home/site-area/areas-activity/marine-environment/nutrients-and-ocean-acidification-oa,Water quality monitoring for nutrients and ocean acidification,http://dbpedia.org/resource/Marine_Institute_Ireland,JMP,Network of water quality monitoring stations,Marine Instititute water quality monitoring station,http://dbpedia.org/resource/Legislation,http://www.ospar.org/work-areas/cross-cutting-issues/jamp,2014-01-01T00:00:00,http://inspire.ec.europa.eu/codelist/LegislationLevelValue/european,http://www.ospar.org/site/assets/files/1290/ospar_convention_e_updated_text_in_2007_no_revs.pdf,"1:50,000",http://www.opengis.net/def/crs/EPSG/0/4326,"EF.EnvironmentalMonitoringFacilities.Default representativePoint square with a size of 6 pixels, with a 50% Grey (RGB: 128,128,128) fill and a Black (RGB: 0,0,0) outline",https://creativecommons.org/licenses/by/4.0/,http://dbpedia.org/resource/Marine_Institute_Ireland,http://atlas.marine.ie/arcgis/rest/services/EnvironmentalMonitoringFacilities/MapServer/10
"POINT (-7.597166665999965 51.9765)",F61__2359,2359,1994-01-21T00:00:00,2016-10-12T14:20:00,Contaminants in Water Station,IA32E2415,EF.EnvironmentalMonitoringFacilities.IE.MarineInstitute.ContaminantsWater.IA32E2415,http://inspire.ec.europa.eu/theme/ef,1994,Contaminants in water sample station,-7.597166666,51.9765,http://inspire.ec.europa.eu/codelist/MediaValue/water,http://inspire.ec.europa.eu/codelist/MeasurementRegimeValue/demandDrivenDataCollection,-1,http://inspire.ec.europa.eu/codelist/ResultAcquisitionSourceValue/inSitu,station,http://inspire.ec.europa.eu/codelist/ProcessTypeValue/process,http://inspire.ec.europa.eu/codelist/ResultNatureValue/processed,http://www.marine.ie/Home/site-area/areas-activity/marine-environment/nutrients-and-ocean-acidification-oa,Water quality monitoring for nutrients and ocean acidification,http://dbpedia.org/resource/Marine_Institute_Ireland,JMP,Network of water quality monitoring stations,Marine Instititute water quality monitoring station,http://dbpedia.org/resource/Legislation,http://www.ospar.org/work-areas/cross-cutting-issues/jamp,2014-01-01T00:00:00,http://inspire.ec.europa.eu/codelist/LegislationLevelValue/european,http://www.ospar.org/site/assets/files/1290/ospar_convention_e_updated_text_in_2007_no_revs.pdf,"1:50,000",http://www.opengis.net/def/crs/EPSG/0/4326,"EF.EnvironmentalMonitoringFacilities.Default representativePoint square with a size of 6 pixels, with a 50% Grey (RGB: 128,128,128) fill and a Black (RGB: 0,0,0) outline",https://creativecommons.org/licenses/by/4.0/,http://dbpedia.org/resource/Marine_Institute_Ireland,http://atlas.marine.ie/arcgis/rest/services/EnvironmentalMonitoringFacilities/MapServer/10
"POINT (-7.617833332999965 51.944666666000046)",F61__2360,2360,1994-01-21T00:00:00,2016-10-12T14:20:00,Contaminants in Water Station,IA32E2416,EF.EnvironmentalMonitoringFacilities.IE.MarineInstitute.ContaminantsWater.IA32E2416,http://inspire.ec.europa.eu/theme/ef,1994,Contaminants in water sample station,-7.617833333,51.944666666,http://inspire.ec.europa.eu/codelist/MediaValue/water,http://inspire.ec.europa.eu/codelist/MeasurementRegimeValue/demandDrivenDataCollection,-1,http://inspire.ec.europa.eu/codelist/ResultAcquisitionSourceValue/inSitu,station,http://inspire.ec.europa.eu/codelist/ProcessTypeValue/process,http://inspire.ec.europa.eu/codelist/ResultNatureValue/processed,http://www.marine.ie/Home/site-area/areas-activity/marine-environment/nutrients-and-ocean-acidification-oa,Water quality monitoring for nutrients and ocean acidification,http://dbpedia.org/resource/Marine_Institute_Ireland,JMP,Network of water quality monitoring stations,Marine Instititute water quality monitoring station,http://dbpedia.org/resource/Legislation,http://www.ospar.org/work-areas/cross-cutting-issues/jamp,2014-01-01T00:00:00,http://inspire.ec.europa.eu/codelist/LegislationLevelValue/european,http://www.ospar.org/site/assets/files/1290/ospar_convention_e_updated_text_in_2007_no_revs.pdf,"1:50,000",http://www.opengis.net/def/crs/EPSG/0/4326,"EF.EnvironmentalMonitoringFacilities.Default representativePoint square with a size of 6 pixels, with a 50% Grey (RGB: 128,128,128) fill and a Black (RGB: 0,0,0) outline",https://creativecommons.org/licenses/by/4.0/,http://dbpedia.org/resource/Marine_Institute_Ireland,http://atlas.marine.ie/arcgis/rest/services/EnvironmentalMonitoringFacilities/MapServer/10
"POINT (-7.635166665999974 51.7335)",F61__2361,2361,1994-01-21T00:00:00,2016-10-12T14:20:00,Contaminants in Water Station,IA32E252,EF.EnvironmentalMonitoringFacilities.IE.MarineInstitute.ContaminantsWater.IA32E252,http://inspire.ec.europa.eu/theme/ef,1994,Contaminants in water sample station,-7.635166666,51.7335,http://inspire.ec.europa.eu/codelist/MediaValue/water,http://inspire.ec.europa.eu/codelist/MeasurementRegimeValue/demandDrivenDataCollection,-1,http://inspire.ec.europa.eu/codelist/ResultAcquisitionSourceValue/inSitu,station,http://inspire.ec.europa.eu/codelist/ProcessTypeValue/process,http://inspire.ec.europa.eu/codelist/ResultNatureValue/processed,http://www.marine.ie/Home/site-area/areas-activity/marine-environment/nutrients-and-ocean-acidification-oa,Water quality monitoring for nutrients and ocean acidification,http://dbpedia.org/resource/Marine_Institute_Ireland,JMP,Network of water quality monitoring stations,Marine Instititute water quality monitoring station,http://dbpedia.org/resource/Legislation,http://www.ospar.org/work-areas/cross-cutting-issues/jamp,2014-01-01T00:00:00,http://inspire.ec.europa.eu/codelist/LegislationLevelValue/european,http://www.ospar.org/site/assets/files/1290/ospar_convention_e_updated_text_in_2007_no_revs.pdf,"1:50,000",http://www.opengis.net/def/crs/EPSG/0/4326,"EF.EnvironmentalMonitoringFacilities.Default representativePoint square with a size of 6 pixels, with a 50% Grey (RGB: 128,128,128) fill and a Black (RGB: 0,0,0) outline",https://creativecommons.org/licenses/by/4.0/,http://dbpedia.org/resource/Marine_Institute_Ireland,http://atlas.marine.ie/arcgis/rest/services/EnvironmentalMonitoringFacilities/MapServer/10
"POINT (-7.6375 51.689166666000062)",F61__2362,2362,1994-01-21T00:00:00,2016-10-12T14:20:00,Contaminants in Water Station,IA32E253,EF.EnvironmentalMonitoringFacilities.IE.MarineInstitute.ContaminantsWater.IA32E253,http://inspire.ec.europa.eu/theme/ef,1994,Contaminants in water sample station,-7.6375,51.689166666,http://inspire.ec.europa.eu/codelist/MediaValue/water,http://inspire.ec.europa.eu/codelist/MeasurementRegimeValue/demandDrivenDataCollection,-1,http://inspire.ec.europa.eu/codelist/ResultAcquisitionSourceValue/inSitu,station,http://inspire.ec.europa.eu/codelist/ProcessTypeValue/process,http://inspire.ec.europa.eu/codelist/ResultNatureValue/processed,http://www.marine.ie/Home/site-area/areas-activity/marine-environment/nutrients-and-ocean-acidification-oa,Water quality monitoring for nutrients and ocean acidification,http://dbpedia.org/resource/Marine_Institute_Ireland,JMP,Network of water quality monitoring stations,Marine Instititute water quality monitoring station,http://dbpedia.org/resource/Legislation,http://www.ospar.org/work-areas/cross-cutting-issues/jamp,2014-01-01T00:00:00,http://inspire.ec.europa.eu/codelist/LegislationLevelValue/european,http://www.ospar.org/site/assets/files/1290/ospar_convention_e_updated_text_in_2007_no_revs.pdf,"1:50,000",http://www.opengis.net/def/crs/EPSG/0/4326,"EF.EnvironmentalMonitoringFacilities.Default representativePoint square with a size of 6 pixels, with a 50% Grey (RGB: 128,128,128) fill and a Black (RGB: 0,0,0) outline",https://creativecommons.org/licenses/by/4.0/,http://dbpedia.org/resource/Marine_Institute_Ireland,http://atlas.marine.ie/arcgis/rest/services/EnvironmentalMonitoringFacilities/MapServer/10
"POINT (-7.66066666599994 51.671)",F61__2363,2363,1994-01-21T00:00:00,2016-10-12T14:20:00,Contaminants in Water Station,IA32E253,EF.EnvironmentalMonitoringFacilities.IE.MarineInstitute.ContaminantsWater.IA32E253,http://inspire.ec.europa.eu/theme/ef,1994,Contaminants in water sample station,-7.660666666,51.671,http://inspire.ec.europa.eu/codelist/MediaValue/water,http://inspire.ec.europa.eu/codelist/MeasurementRegimeValue/demandDrivenDataCollection,-1,http://inspire.ec.europa.eu/codelist/ResultAcquisitionSourceValue/inSitu,station,http://inspire.ec.europa.eu/codelist/ProcessTypeValue/process,http://inspire.ec.europa.eu/codelist/ResultNatureValue/processed,http://www.marine.ie/Home/site-area/areas-activity/marine-environment/nutrients-and-ocean-acidification-oa,Water quality monitoring for nutrients and ocean acidification,http://dbpedia.org/resource/Marine_Institute_Ireland,JMP,Network of water quality monitoring stations,Marine Instititute water quality monitoring station,http://dbpedia.org/resource/Legislation,http://www.ospar.org/work-areas/cross-cutting-issues/jamp,2014-01-01T00:00:00,http://inspire.ec.europa.eu/codelist/LegislationLevelValue/european,http://www.ospar.org/site/assets/files/1290/ospar_convention_e_updated_text_in_2007_no_revs.pdf,"1:50,000",http://www.opengis.net/def/crs/EPSG/0/4326,"EF.EnvironmentalMonitoringFacilities.Default representativePoint square with a size of 6 pixels, with a 50% Grey (RGB: 128,128,128) fill and a Black (RGB: 0,0,0) outline",https://creativecommons.org/licenses/by/4.0/,http://dbpedia.org/resource/Marine_Institute_Ireland,http://atlas.marine.ie/arcgis/rest/services/EnvironmentalMonitoringFacilities/MapServer/10
"POINT (-7.784333332999949 51.643)",F61__2364,2364,1994-01-22T00:00:00,2016-10-12T14:20:00,Contaminants in Water Station,IA32E234,EF.EnvironmentalMonitoringFacilities.IE.MarineInstitute.ContaminantsWater.IA32E234,http://inspire.ec.europa.eu/theme/ef,1994,Contaminants in water sample station,-7.784333333,51.643,http://inspire.ec.europa.eu/codelist/MediaValue/water,http://inspire.ec.europa.eu/codelist/MeasurementRegimeValue/demandDrivenDataCollection,-1,http://inspire.ec.europa.eu/codelist/ResultAcquisitionSourceValue/inSitu,station,http://inspire.ec.europa.eu/codelist/ProcessTypeValue/process,http://inspire.ec.europa.eu/codelist/ResultNatureValue/processed,http://www.marine.ie/Home/site-area/areas-activity/marine-environment/nutrients-and-ocean-acidification-oa,Water quality monitoring for nutrients and ocean acidification,http://dbpedia.org/resource/Marine_Institute_Ireland,JMP,Network of water quality monitoring stations,Marine Instititute water quality monitoring station,http://dbpedia.org/resource/Legislation,http://www.ospar.org/work-areas/cross-cutting-issues/jamp,2014-01-01T00:00:00,http://inspire.ec.europa.eu/codelist/LegislationLevelValue/european,http://www.ospar.org/site/assets/files/1290/ospar_convention_e_updated_text_in_2007_no_revs.pdf,"1:50,000",http://www.opengis.net/def/crs/EPSG/0/4326,"EF.EnvironmentalMonitoringFacilities.Default representativePoint square with a size of 6 pixels, with a 50% Grey (RGB: 128,128,128) fill and a Black (RGB: 0,0,0) outline",https://creativecommons.org/licenses/by/4.0/,http://dbpedia.org/resource/Marine_Institute_Ireland,http://atlas.marine.ie/arcgis/rest/services/EnvironmentalMonitoringFacilities/MapServer/10
"POINT (-8.030833332999974 51.79)",F61__2365,2365,1994-01-23T00:00:00,2016-10-12T14:20:00,Contaminants in Water Station,IA32E1879,EF.EnvironmentalMonitoringFacilities.IE.MarineInstitute.ContaminantsWater.IA32E1879,http://inspire.ec.europa.eu/theme/ef,1994,Contaminants in water sample station,-8.030833333,51.79,http://inspire.ec.europa.eu/codelist/MediaValue/water,http://inspire.ec.europa.eu/codelist/MeasurementRegimeValue/demandDrivenDataCollection,-1,http://inspire.ec.europa.eu/codelist/ResultAcquisitionSourceValue/inSitu,station,http://inspire.ec.europa.eu/codelist/ProcessTypeValue/process,http://inspire.ec.europa.eu/codelist/ResultNatureValue/processed,http://www.marine.ie/Home/site-area/areas-activity/marine-environment/nutrients-and-ocean-acidification-oa,Water quality monitoring for nutrients and ocean acidification,http://dbpedia.org/resource/Marine_Institute_Ireland,JMP,Network of water quality monitoring stations,Marine Instititute water quality monitoring station,http://dbpedia.org/resource/Legislation,http://www.ospar.org/work-areas/cross-cutting-issues/jamp,2014-01-01T00:00:00,http://inspire.ec.europa.eu/codelist/LegislationLevelValue/european,http://www.ospar.org/site/assets/files/1290/ospar_convention_e_updated_text_in_2007_no_revs.pdf,"1:50,000",http://www.opengis.net/def/crs/EPSG/0/4326,"EF.EnvironmentalMonitoringFacilities.Default representativePoint square with a size of 6 pixels, with a 50% Grey (RGB: 128,128,128) fill and a Black (RGB: 0,0,0) outline",https://creativecommons.org/licenses/by/4.0/,http://dbpedia.org/resource/Marine_Institute_Ireland,http://atlas.marine.ie/arcgis/rest/services/EnvironmentalMonitoringFacilities/MapServer/10
"POINT (-6.9305 52.182833333000083)",F61__2366,2366,1994-01-20T00:00:00,2016-10-12T14:20:00,Contaminants in Water Station,IA33E3236,EF.EnvironmentalMonitoringFacilities.IE.MarineInstitute.ContaminantsWater.IA33E3236,http://inspire.ec.europa.eu/theme/ef,1994,Contaminants in water sample station,-6.9305,52.182833333,http://inspire.ec.europa.eu/codelist/MediaValue/water,http://inspire.ec.europa.eu/codelist/MeasurementRegimeValue/demandDrivenDataCollection,-1,http://inspire.ec.europa.eu/codelist/ResultAcquisitionSourceValue/inSitu,station,http://inspire.ec.europa.eu/codelist/ProcessTypeValue/process,http://inspire.ec.europa.eu/codelist/ResultNatureValue/processed,http://www.marine.ie/Home/site-area/areas-activity/marine-environment/nutrients-and-ocean-acidification-oa,Water quality monitoring for nutrients and ocean acidification,http://dbpedia.org/resource/Marine_Institute_Ireland,JMP,Network of water quality monitoring stations,Marine Instititute water quality monitoring station,http://dbpedia.org/resource/Legislation,http://www.ospar.org/work-areas/cross-cutting-issues/jamp,2014-01-01T00:00:00,http://inspire.ec.europa.eu/codelist/LegislationLevelValue/european,http://www.ospar.org/site/assets/files/1290/ospar_convention_e_updated_text_in_2007_no_revs.pdf,"1:50,000",http://www.opengis.net/def/crs/EPSG/0/4326,"EF.EnvironmentalMonitoringFacilities.Default representativePoint square with a size of 6 pixels, with a 50% Grey (RGB: 128,128,128) fill and a Black (RGB: 0,0,0) outline",https://creativecommons.org/licenses/by/4.0/,http://dbpedia.org/resource/Marine_Institute_Ireland,http://atlas.marine.ie/arcgis/rest/services/EnvironmentalMonitoringFacilities/MapServer/10
"POINT (-6.966 52.149166666000042)",F61__2367,2367,1994-01-20T00:00:00,2016-10-12T14:20:00,Contaminants in Water Station,IA33E3311,EF.EnvironmentalMonitoringFacilities.IE.MarineInstitute.ContaminantsWater.IA33E3311,http://inspire.ec.europa.eu/theme/ef,1994,Contaminants in water sample station,-6.966,52.149166666,http://inspire.ec.europa.eu/codelist/MediaValue/water,http://inspire.ec.europa.eu/codelist/MeasurementRegimeValue/demandDrivenDataCollection,-1,http://inspire.ec.europa.eu/codelist/ResultAcquisitionSourceValue/inSitu,station,http://inspire.ec.europa.eu/codelist/ProcessTypeValue/process,http://inspire.ec.europa.eu/codelist/ResultNatureValue/processed,http://www.marine.ie/Home/site-area/areas-activity/marine-environment/nutrients-and-ocean-acidification-oa,Water quality monitoring for nutrients and ocean acidification,http://dbpedia.org/resource/Marine_Institute_Ireland,JMP,Network of water quality monitoring stations,Marine Instititute water quality monitoring station,http://dbpedia.org/resource/Legislation,http://www.ospar.org/work-areas/cross-cutting-issues/jamp,2014-01-01T00:00:00,http://inspire.ec.europa.eu/codelist/LegislationLevelValue/european,http://www.ospar.org/site/assets/files/1290/ospar_convention_e_updated_text_in_2007_no_revs.pdf,"1:50,000",http://www.opengis.net/def/crs/EPSG/0/4326,"EF.EnvironmentalMonitoringFacilities.Default representativePoint square with a size of 6 pixels, with a 50% Grey (RGB: 128,128,128) fill and a Black (RGB: 0,0,0) outline",https://creativecommons.org/licenses/by/4.0/,http://dbpedia.org/resource/Marine_Institute_Ireland,http://atlas.marine.ie/arcgis/rest/services/EnvironmentalMonitoringFacilities/MapServer/10
"POINT (-6.968 52.116833333000045)",F61__2368,2368,1994-01-20T00:00:00,2016-10-12T14:20:00,Contaminants in Water Station,IA33E3313,EF.EnvironmentalMonitoringFacilities.IE.MarineInstitute.ContaminantsWater.IA33E3313,http://inspire.ec.europa.eu/theme/ef,1994,Contaminants in water sample station,-6.968,52.116833333,http://inspire.ec.europa.eu/codelist/MediaValue/water,http://inspire.ec.europa.eu/codelist/MeasurementRegimeValue/demandDrivenDataCollection,-1,http://inspire.ec.europa.eu/codelist/ResultAcquisitionSourceValue/inSitu,station,http://inspire.ec.europa.eu/codelist/ProcessTypeValue/process,http://inspire.ec.europa.eu/codelist/ResultNatureValue/processed,http://www.marine.ie/Home/site-area/areas-activity/marine-environment/nutrients-and-ocean-acidification-oa,Water quality monitoring for nutrients and ocean acidification,http://dbpedia.org/resource/Marine_Institute_Ireland,JMP,Network of water quality monitoring stations,Marine Instititute water quality monitoring station,http://dbpedia.org/resource/Legislation,http://www.ospar.org/work-areas/cross-cutting-issues/jamp,2014-01-01T00:00:00,http://inspire.ec.europa.eu/codelist/LegislationLevelValue/european,http://www.ospar.org/site/assets/files/1290/ospar_convention_e_updated_text_in_2007_no_revs.pdf,"1:50,000",http://www.opengis.net/def/crs/EPSG/0/4326,"EF.EnvironmentalMonitoringFacilities.Default representativePoint square with a size of 6 pixels, with a 50% Grey (RGB: 128,128,128) fill and a Black (RGB: 0,0,0) outline",https://creativecommons.org/licenses/by/4.0/,http://dbpedia.org/resource/Marine_Institute_Ireland,http://atlas.marine.ie/arcgis/rest/services/EnvironmentalMonitoringFacilities/MapServer/10
"POINT (-6.9655 52.06666666600006)",F61__2369,2369,1994-01-20T00:00:00,2016-10-12T14:20:00,Contaminants in Water Station,IA33E3323,EF.EnvironmentalMonitoringFacilities.IE.MarineInstitute.ContaminantsWater.IA33E3323,http://inspire.ec.europa.eu/theme/ef,1994,Contaminants in water sample station,-6.9655,52.066666666,http://inspire.ec.europa.eu/codelist/MediaValue/water,http://inspire.ec.europa.eu/codelist/MeasurementRegimeValue/demandDrivenDataCollection,-1,http://inspire.ec.europa.eu/codelist/ResultAcquisitionSourceValue/inSitu,station,http://inspire.ec.europa.eu/codelist/ProcessTypeValue/process,http://inspire.ec.europa.eu/codelist/ResultNatureValue/processed,http://www.marine.ie/Home/site-area/areas-activity/marine-environment/nutrients-and-ocean-acidification-oa,Water quality monitoring for nutrients and ocean acidification,http://dbpedia.org/resource/Marine_Institute_Ireland,JMP,Network of water quality monitoring stations,Marine Instititute water quality monitoring station,http://dbpedia.org/resource/Legislation,http://www.ospar.org/work-areas/cross-cutting-issues/jamp,2014-01-01T00:00:00,http://inspire.ec.europa.eu/codelist/LegislationLevelValue/european,http://www.ospar.org/site/assets/files/1290/ospar_convention_e_updated_text_in_2007_no_revs.pdf,"1:50,000",http://www.opengis.net/def/crs/EPSG/0/4326,"EF.EnvironmentalMonitoringFacilities.Default representativePoint square with a size of 6 pixels, with a 50% Grey (RGB: 128,128,128) fill and a Black (RGB: 0,0,0) outline",https://creativecommons.org/licenses/by/4.0/,http://dbpedia.org/resource/Marine_Institute_Ireland,http://atlas.marine.ie/arcgis/rest/services/EnvironmentalMonitoringFacilities/MapServer/10
