"Код поста","Дата","Значение","Условный знак"
"13046","1995-07-17","","prsh"
"13046","1995-07-18","","prsh"
"13046","1995-07-19","","prsh"
"13046","1995-07-20","","prsh"
"13046","1995-07-21","","prsh"
"13046","1995-07-22","","prsh"
"13046","1995-07-23","","prsh"
"13046","1995-07-24","","prsh"
"13046","1995-07-25","","prsh"
"13046","1995-07-26","","prsh"
"13046","1995-07-27","","prsh"
"13046","1995-07-28","","prsh"
"13046","1995-07-29","","prsh"
"13046","1995-07-30","","prsh"
"13046","1995-07-31","","prsh"
"13046","1995-08-01","","prsh"
"13046","1995-08-02","","prsh"
"13046","1995-08-03","","prsh"
"13046","1995-08-04","","prsh"
"13046","1995-08-05","","prsh"
"13046","1995-08-06","","prsh"
"13046","1995-08-07","","prsh"
"13046","1995-08-08","","prsh"
"13046","1995-08-09","","prsh"
"13046","1995-08-10","","prsh"
"13046","1995-08-11","","prsh"
"13046","1995-08-12","","prsh"
"13046","1995-08-13","","prsh"
"13046","1995-08-14","","prsh"
"13046","1995-08-15","","prsh"
"13046","1995-08-16","","prsh"
"13046","1995-08-17","","prsh"
"13046","1995-08-18","","prsh"
"13046","1995-08-19","","prsh"
"13046","1995-08-20","","prsh"
"13046","1995-08-21","","prsh"
"13046","1995-08-22","","prsh"
"13046","1995-08-23","","prsh"
"13046","1995-08-24","","prsh"
"13046","1995-08-25","","prsh"
"13046","1995-08-26","","prsh"
"13046","1995-08-27","","prsh"
"13046","1995-08-28","","prsh"
"13046","1995-08-29","","prsh"
"13046","1995-08-30","","prsh"
"13046","1995-08-31","","prsh"
"13046","1995-09-01","","prsh"
"13046","1995-09-02","","prsh"
"13046","1995-09-03","","prsh"
"13046","1995-09-04","","prsh"
"13046","1995-09-05","","prsh"
"13046","1995-09-06","","prsh"
"13046","1995-09-07","","prsh"
"13046","1995-09-08","","prsh"
"13046","1995-09-09","","prsh"
"13046","1995-09-10","","prsh"
"13046","1995-09-11","","prsh"
