"Код поста","Дата","Значение","Условный знак"
"14002","2012-07-01","76",""
"14002","2012-07-02","79",""
"14002","2012-07-03","86",""
"14002","2012-07-04","74",""
"14002","2012-07-05","77",""
"14002","2012-07-06","91",""
"14002","2012-07-07","115",""
"14002","2012-07-08","105",""
"14002","2012-07-09","109",""
"14002","2012-07-10","115",""
"14002","2012-07-11","113",""
"14002","2012-07-12","114",""
"14002","2012-07-13","118",""
"14002","2012-07-14","112",""
"14002","2012-07-15","116","^"
"14002","2012-07-16","114",""
"14002","2012-07-17","100",""
"14002","2012-07-18","107",""
"14002","2012-07-19","99",""
"14002","2012-07-20","93",""
"14002","2012-07-21","88",""
"14002","2012-07-22","88",""
"14002","2012-07-23","89",""
"14002","2012-07-24","88",""
"14002","2012-07-25","92",""
"14002","2012-07-26","79",""
"14002","2012-07-27","73",""
"14002","2012-07-28","85",""
"14002","2012-07-29","75",""
"14002","2012-07-30","70","_"
"14002","2012-07-31","81",""
"14002","2012-08-01","85",""
"14002","2012-08-02","76",""
"14002","2012-08-03","84","_"
"14002","2012-08-04","115",""
"14002","2012-08-05","111",""
"14002","2012-08-06","102",""
"14002","2012-08-07","96",""
"14002","2012-08-08","87",""
"14002","2012-08-09","83",""
"14002","2012-08-10","94",""
"14002","2012-08-11","91",""
"14002","2012-08-12","99",""
"14002","2012-08-13","91",""
"14002","2012-08-14","83",""
"14002","2012-08-15","78",""
"14002","2012-08-16","83",""
"14002","2012-08-17","71",""
"14002","2012-08-18","81",""
"14002","2012-08-19","99",""
"14002","2012-08-20","95",""
"14002","2012-08-21","104",""
"14002","2012-08-22","107",""
"14002","2012-08-23","107",""
"14002","2012-08-24","96",""
"14002","2012-08-25","98",""
"14002","2012-08-26","103",""
"14002","2012-08-27","99",""
"14002","2012-08-28","115",""
"14002","2012-08-29","117",""
"14002","2012-08-30","128","^"
"14002","2012-08-31","119",""
"14002","2012-09-01","120",""
"14002","2012-09-02","131",""
"14002","2012-09-03","118","_"
"14002","2012-09-04","168",""
"14002","2012-09-05","178","^"
"14002","2012-09-06","166",""
"14002","2012-09-07","170",""
"14002","2012-09-08","159",""
"14002","2012-09-09","165",""
"14002","2012-09-10","135",""
"14002","2012-09-11","139",""
"14002","2012-09-12","150",""
"14002","2012-09-13","146",""
"14002","2012-09-14","143",""
"14002","2012-09-15","143",""
"14002","2012-09-16","138",""
"14002","2012-09-17","140",""
"14002","2012-09-18","148",""
"14002","2012-09-19","141",""
"14002","2012-09-20","144",""
"14002","2012-09-21","141",""
"14002","2012-09-22","133",""
"14002","2012-09-23","137",""
"14002","2012-09-24","137",""
"14002","2012-09-25","140",""
"14002","2012-09-26","146",""
"14002","2012-09-27","144",""
"14002","2012-09-28","134",""
"14002","2012-09-29","131",""
"14002","2012-09-30","131",""
"14002","2012-10-01","139",""
"14002","2012-10-02","125",""
"14002","2012-10-03","124","_"
"14002","2012-10-04","137",""
"14002","2012-10-05","148",""
"14002","2012-10-06","162",""
"14002","2012-10-07","161",""
"14002","2012-10-08","137",""
"14002","2012-10-09","139",""
"14002","2012-10-10","164",""
"14002","2012-10-11","168",""
"14002","2012-10-12","158",""
"14002","2012-10-13","150",""
"14002","2012-10-14","153",""
"14002","2012-10-15","147",""
"14002","2012-10-16","145",""
"14002","2012-10-17","151",""
"14002","2012-10-18","175","^"
"14002","2012-10-19","175",""
"14002","2012-10-20","168",""
"14002","2012-10-21","160",""
"14002","2012-10-22","154",""
"14002","2012-10-23","162",""
"14002","2012-10-24","147",""
"14002","2012-10-25","149",""
"14002","2012-10-26","143",""
"14002","2012-10-27","136",""
"14002","2012-10-28","130",""
"14002","2012-10-29","129","_"
"14002","2012-10-30","140",""
"14002","2012-10-31","140",""
"14002","2012-11-01","129",""
"14002","2012-11-02","136","^"
"14002","2012-11-03","127",""
"14002","2012-11-04","121",""
"14002","2012-11-05","126",""
"14002","2012-11-06","112",""
"14002","2012-11-07","124",""
"14002","2012-11-08","110",""
"14002","2012-11-09","114",""
"14002","2012-11-10","106",""
"14002","2012-11-11","102",""
"14002","2012-11-12","103",""
"14002","2012-11-13","98",""
"14002","2012-11-14","93",""
"14002","2012-11-15","90",""
"14002","2012-11-16","96",""
"14002","2012-11-17","96",""
"14002","2012-11-18","89","Г)"
"14002","2012-11-19","103",""
"14002","2012-11-20","102",""
"14002","2012-11-21","97",""
"14002","2012-11-22","85",""
"14002","2012-11-23","83",""
"14002","2012-11-24","83",""
"14002","2012-11-25","84",""
"14002","2012-11-26","87",""
"14002","2012-11-27","82",""
"14002","2012-11-28","74","_"
"14002","2012-11-29","73","_>F"
"14002","2012-11-30","84",">Г"
"14002","2012-12-01","84",""
"14002","2012-12-02","84",""
"14002","2012-12-03","80",""
"14002","2012-12-04","75","_"
"14002","2012-12-05","94",""
"14002","2012-12-06","96",""
"14002","2012-12-07","94",")"
"14002","2012-12-08","106",")"
"14002","2012-12-09","115",")"
"14002","2012-12-10","115",")"
"14002","2012-12-11","117",")"
"14002","2012-12-12","119",")"
"14002","2012-12-13","127",")"
"14002","2012-12-14","119",")"
"14002","2012-12-15","124",")"
"14002","2012-12-16","127",")"
"14002","2012-12-17","127",")"
"14002","2012-12-18","127",")"
"14002","2012-12-19","133",")"
"14002","2012-12-20","212","^)"
"14002","2012-12-21","202","Z"
"14002","2012-12-22","195","Z"
"14002","2012-12-23","192","Z"
"14002","2012-12-24","191","Z"
"14002","2012-12-25","191","Z"
"14002","2012-12-26","196","Z"
"14002","2012-12-27","199","Z"
"14002","2012-12-28","192","Z"
"14002","2012-12-29","188","Z"
"14002","2012-12-30","182","&"
"14002","2012-12-31","181","&"
"14002","2014-01-01","251","_Ш)"
"14002","2014-01-02","255","Ш)"
"14002","2014-01-03","259","Ш)"
"14002","2014-01-04","266","Ш)"
"14002","2014-01-05","270","Ш)"
"14002","2014-01-06","261","Ш)"
"14002","2014-01-07","289","ЪШ"
"14002","2014-01-08","300","Z"
"14002","2014-01-09","280","Z"
"14002","2014-01-10","262","&"
"14002","2014-01-11","258","&"
"14002","2014-01-12","261","&"
"14002","2014-01-13","283","&~"
"14002","2014-01-14","349","&~"
"14002","2014-01-15","374","H&"
"14002","2014-01-16","376","H&"
"14002","2014-01-17","377","&"
"14002","2014-01-18","376","^&"
"14002","2014-01-19","374","&"
"14002","2014-01-20","361","&"
"14002","2014-01-21","350","&"
"14002","2014-01-22","350","&"
"14002","2014-01-23","350","&"
"14002","2014-01-24","355","&"
"14002","2014-01-25","352","&"
"14002","2014-01-26","351","&"
"14002","2014-01-27","351","&"
"14002","2014-01-28","346","&"
"14002","2014-01-29","346","&"
"14002","2014-01-30","347","&"
"14002","2014-01-31","348","&"
"14002","2014-02-01","349","^&"
"14002","2014-02-02","325","&"
"14002","2014-02-03","307","&"
"14002","2014-02-04","299","&"
"14002","2014-02-05","295","&"
"14002","2014-02-06","294","&"
"14002","2014-02-07","279","&"
"14002","2014-02-08","266","_&"
"14002","2014-02-09","282","&"
"14002","2014-02-10","293","&"
"14002","2014-02-11","299","&"
"14002","2014-02-12","303","&~"
"14002","2014-02-13","293","&H"
"14002","2014-02-14","285","&"
"14002","2014-02-15","275","&"
"14002","2014-02-16","275","&"
"14002","2014-02-17","305","&"
"14002","2014-02-18","336","&"
"14002","2014-02-19","325","&"
"14002","2014-02-20","321","&"
"14002","2014-02-21","331","&"
"14002","2014-02-22","333","&"
"14002","2014-02-23","330","&"
"14002","2014-02-24","327","&"
"14002","2014-02-25","327","&"
"14002","2014-02-26","323","&"
"14002","2014-02-27","311","&"
"14002","2014-02-28","302","&"
"14002","2014-03-01","311","&"
"14002","2014-03-02","318","&"
"14002","2014-03-03","318","^&"
"14002","2014-03-04","318","^&"
"14002","2014-03-05","319","&"
"14002","2014-03-06","315","^&"
"14002","2014-03-07","309","&"
"14002","2014-03-08","288","&"
"14002","2014-03-09","265","Г"
"14002","2014-03-10","246",")"
"14002","2014-03-11","235","_)"
"14002","2014-03-12","242",")"
"14002","2014-03-13","239",""
"14002","2014-03-14","242",""
"14002","2014-03-15","250",""
"14002","2014-03-16","258",""
"14002","2014-03-17","263",""
"14002","2014-03-18","282",""
"14002","2014-03-19","283",""
"14002","2014-03-20","284",""
"14002","2014-03-21","293",""
"14002","2014-03-22","292",""
"14002","2014-03-23","302",""
"14002","2014-03-24","299",""
"14002","2014-03-25","300",""
"14002","2014-03-26","292",""
"14002","2014-03-27","302",""
"14002","2014-03-28","304",""
"14002","2014-03-29","304",""
"14002","2014-03-30","298",""
"14002","2014-03-31","305",""
"14002","2014-04-01","309",""
"14002","2014-04-02","308",""
"14002","2014-04-03","304",""
"14002","2014-04-04","303",""
"14002","2014-04-05","308",""
"14002","2014-04-06","315",""
"14002","2014-04-07","303",""
"14002","2014-04-08","313",""
"14002","2014-04-09","312",""
"14002","2014-04-10","307",""
"14002","2014-04-11","314",""
"14002","2014-04-12","310",""
"14002","2014-04-13","313","^"
"14002","2014-04-14","312",""
"14002","2014-04-15","310",""
"14002","2014-04-16","307",""
"14002","2014-04-17","282",""
"14002","2014-04-18","273",""
"14002","2014-04-19","269",""
"14002","2014-04-20","272",""
"14002","2014-04-21","271",""
"14002","2014-04-22","265",""
"14002","2014-04-23","263",""
"14002","2014-04-24","253",""
"14002","2014-04-25","257",""
"14002","2014-04-26","244","_"
"14002","2014-04-27","257",""
"14002","2014-04-28","261",""
"14002","2014-04-29","268",""
"14002","2014-04-30","275",""
"14002","2014-05-01","252",""
"14002","2014-05-02","252",""
"14002","2014-05-03","264",""
"14002","2014-05-04","256",""
"14002","2014-05-05","267",""
"14002","2014-05-06","272",""
"14002","2014-05-07","270","^"
"14002","2014-05-08","253",""
"14002","2014-05-09","239",""
"14002","2014-05-10","220",""
"14002","2014-05-11","211",""
"14002","2014-05-12","203",""
"14002","2014-05-13","194",""
"14002","2014-05-14","193",""
"14002","2014-05-15","195",""
"14002","2014-05-16","195",""
"14002","2014-05-17","189",""
"14002","2014-05-18","176",""
"14002","2014-05-19","165","_"
"14002","2014-05-20","172",""
"14002","2014-05-21","179",""
"14002","2014-05-22","181",""
"14002","2014-05-23","184",""
"14002","2014-05-24","184",""
"14002","2014-05-25","182",""
"14002","2014-05-26","192",""
"14002","2014-05-27","185",""
"14002","2014-05-28","185",""
"14002","2014-05-29","181",""
"14002","2014-05-30","170",""
"14002","2014-05-31","181",""
"14002","2014-06-01","207",""
"14002","2014-06-02","206",""
"14002","2014-06-03","211","^"
"14002","2014-06-04","195",""
"14002","2014-06-05","184",""
"14002","2014-06-06","178",""
"14002","2014-06-07","174",""
"14002","2014-06-08","163",""
"14002","2014-06-09","164",""
"14002","2014-06-10","169",""
"14002","2014-06-11","170",""
"14002","2014-06-12","159",""
"14002","2014-06-13","151",""
"14002","2014-06-14","154",""
"14002","2014-06-15","142",""
"14002","2014-06-16","133",""
"14002","2014-06-17","133",""
"14002","2014-06-18","125",""
"14002","2014-06-19","127",""
"14002","2014-06-20","129",""
"14002","2014-06-21","137",""
"14002","2014-06-22","143",""
"14002","2014-06-23","141",""
"14002","2014-06-24","134",""
"14002","2014-06-25","127",""
"14002","2014-06-26","122",""
"14002","2014-06-27","118",""
"14002","2014-06-28","113",""
"14002","2014-06-29","106","_"
"14002","2014-06-30","123",""
"14002","2014-07-01","113",""
"14002","2014-07-02","127","_"
"14002","2014-07-03","184",""
"14002","2014-07-04","218",""
"14002","2014-07-05","238",""
"14002","2014-07-06","245",""
"14002","2014-07-07","251",""
"14002","2014-07-08","254",""
"14002","2014-07-09","258",""
"14002","2014-07-10","263","^"
"14002","2014-07-11","261",""
"14002","2014-07-12","259",""
"14002","2014-07-13","258",""
"14002","2014-07-14","259",""
"14002","2014-07-15","233",""
"14002","2014-07-16","200",""
"14002","2014-07-17","186",""
"14002","2014-07-18","184",""
"14002","2014-07-19","177",""
"14002","2014-07-20","172",""
"14002","2014-07-21","168",""
"14002","2014-07-22","166",""
"14002","2014-07-23","161",""
"14002","2014-07-24","156",""
"14002","2014-07-25","159",""
"14002","2014-07-26","165",""
"14002","2014-07-27","161",""
"14002","2014-07-28","164",""
"14002","2014-07-29","164",""
"14002","2014-07-30","174",""
"14002","2014-07-31","184",""
"14002","2014-08-01","182",""
"14002","2014-08-02","181",""
"14002","2014-08-03","174",""
"14002","2014-08-04","164",""
"14002","2014-08-05","158",""
"14002","2014-08-06","155",""
"14002","2014-08-07","147",""
"14002","2014-08-08","141",""
"14002","2014-08-09","141",""
"14002","2014-08-10","139",""
"14002","2014-08-11","135",""
"14002","2014-08-12","134","_"
"14002","2014-08-13","133","_"
"14002","2014-08-14","136",""
"14002","2014-08-15","138",""
"14002","2014-08-16","146",""
"14002","2014-08-17","144",""
"14002","2014-08-18","173",""
"14002","2014-08-19","193",""
"14002","2014-08-20","219","^"
"14002","2014-08-21","215",""
"14002","2014-08-22","205",""
"14002","2014-08-23","213",""
"14002","2014-08-24","206",""
"14002","2014-08-25","209",""
"14002","2014-08-26","198",""
"14002","2014-08-27","185",""
"14002","2014-08-28","177",""
"14002","2014-08-29","174",""
"14002","2014-08-30","166",""
"14002","2014-08-31","163",""
"14002","2014-09-01","159",""
"14002","2014-09-02","157",""
"14002","2014-09-03","160",""
"14002","2014-09-04","158",""
"14002","2014-09-05","162",""
"14002","2014-09-06","158","_"
"14002","2014-09-07","165",""
"14002","2014-09-08","180",""
"14002","2014-09-09","192",""
"14002","2014-09-10","193",""
"14002","2014-09-11","196",""
"14002","2014-09-12","197",""
"14002","2014-09-13","200",""
"14002","2014-09-14","204",""
"14002","2014-09-15","187",""
